model_id,id,target,candidate,rouge1,rouge2,rougeL,rougeLs,chrf
bert,67,['The parents of a Buckingham girl who was killed by a cyclist will be in the House of Commons later as their fight to change the law continues.'],"['Howard, from Buckingham, was fined £2,200, a penalty described as ""laughable"" by Rhiannon\'s parents. Mrs Leadsom\'s Bill is expected to propose that deaths caused by cyclists should be treated in a similar way to those caused by motorists or motorcyclists.']",0.281690141,0,0.169014085,0.169014085,28.71410267
baseline,68,['Members of the Fire Brigades Union in England and Wales have held a further strike on Christmas Eve in a dispute over pensions.'],"['The strike lasting for five hours ended at midnight and further action is scheduled for the New Year. But members of the FBU in Surrey and Kent were recalled after flooding was declared a ""major incident"". Scottish firefighters voted against a strike but have joined an overtime ban.']",0.281690141,0.057971014,0.197183099,0.197183099,31.03225445
t5base,68,['Members of the Fire Brigades Union in England and Wales have held a further strike on Christmas Eve in a dispute over pensions.'],"['firefighters in Surrey and Kent recalled after flooding declared a ""major incident"" if there are major incidents, union members could be recalled . fire chiefs urge public to take extra care with Christmas celebrations .']",0.25,0,0.142857143,0.142857143,27.18371212
t5_finetune,68,['Members of the Fire Brigades Union in England and Wales have held a further strike on Christmas Eve in a dispute over pensions.'],['The FBU in Surrey and Kent has been recalled after a major storm has hit the country.'],0.2,0,0.2,0.2,15.57141765
bart_base,68,['Members of the Fire Brigades Union in England and Wales have held a further strike on Christmas Eve in a dispute over pensions.'],"['The strike lasting for five hours ended at midnight and further action is scheduled for the New Year. But members of the FBU in Surrey and Kent were recalled after flooding was declared a ""major incident"". Scottish firefighters voted against a strike but have joined an overtime ban. Severe floods hit Surrey and North Kent on Tuesday, with Dorking, Leatherhead and Tonbridge among areas affected. There is an agreement between the union, the government and the fire services that if there are major incidents, union members could be recalled, the UK Fire and Rescue Service said in a statement on Tuesday. But it is not yet clear if there will be any further action. The union has said that if the weather is bad enough to cause problems resulting from the storm that has hit the country, firefighters can be asked to go back and work - albeit voluntarily. Kitchen fires warning Ahead of the strike fire chiefs had urged the public to take extra care with Christmas celebrations. ""Millions of people will be at home celebrating Christmas and New Year when the Fire Brigades Union goes on strike,"" said the London Fire Commissioner Ron Dobson. ""Contingency plans are in place but we\'re urging people to take care, to be sensible, and to remember that fire brigades could be']",0.132231405,0.05,0.090909091,0.090909091,20.97296318
bart_finetune,68,['Members of the Fire Brigades Union in England and Wales have held a further strike on Christmas Eve in a dispute over pensions.'],"['Firefighters in England and Wales have voted to go on strike over a pension dispute, a union has said.']",0.571428571,0.2,0.380952381,0.380952381,43.60267904
bert,68,['Members of the Fire Brigades Union in England and Wales have held a further strike on Christmas Eve in a dispute over pensions.'],"['There is an agreement between the union, the government and the fire services that if there are major incidents, union members could be recalled, the FBU said. Contingency plans are in place but we\'re urging people to take care, to be sensible, and to remember that fire brigades could be very busy during the strikes,"" he added. ""']",0.172839506,0.050632911,0.12345679,0.12345679,27.21489852
baseline,69,"[""An Irish policeman who claims some colleagues routinely cancelled motorists' penalty points is to give evidence to politicians.""]","['The Public Accounts Committee hearing is to go ahead in private, despite calls to cancel it by the head of the police and the minister for justice. They argued the government spending watchdog was not the appropriate forum. Sergeant Maurice McCabe claims there is corruption, with penalty points often being quashed for friends and family.']",0.164383562,0.056338028,0.082191781,0.082191781,30.1419616
t5base,69,"[""An Irish policeman who claims some colleagues routinely cancelled motorists' penalty points is to give evidence to politicians.""]",['public accounts committee hearing to go ahead in private . police chief and minister for justice have called for the hearing to be canceled . sgt. Maurice McCabe claims there is corruption .'],0.166666667,0,0.083333333,0.083333333,25.82551641
t5_finetune,69,"[""An Irish policeman who claims some colleagues routinely cancelled motorists' penalty points is to give evidence to politicians.""]","['A public Accounts Committee hearing is to go ahead in private, despite calls to cancel it by the head of the police and the minister for justice.']",0.133333333,0.046511628,0.133333333,0.133333333,24.92100534
bart_base,69,"[""An Irish policeman who claims some colleagues routinely cancelled motorists' penalty points is to give evidence to politicians.""]","['The Public Accounts Committee hearing is to go ahead in private, despite calls to cancel it by the head of the police and the minister for justice. They argued the government spending watchdog was not the appropriate forum. Sergeant Maurice McCabe claims there is corruption, with penalty points often being quashed for friends and family. Garda Commissioner Martin Callinan had sought legal advice about the prospect of Sgt McCabe and another police whistle-blower appearing before the committee. However, he withdrew the challenge after the committee agreed to hear evidence in private. Sgt McCabe will not be allowed to name specific officers in his evidence, and there are restrictions on what he can say or be asked by committee members. On Monday, the allegations were referred by Minister for Justice Alan Shatter to the Garda Ombudsman. He said he did not believe the committee could adequately address the controversy.']",0.083832335,0.024242424,0.071856287,0.071856287,21.70599413
